ABORT_PENALTY,BB_OPT_MAX_WAITER,BB_OPT_RAW,CC_ALG,DEBUG_ABORT_LENGTH,DEBUG_CS_PROFILING,DEBUG_PROFILING,DYNAMIC_TS,FIRST_HS,FIXED_HS,FLIP_RATIO,KEY_ORDER,LAST_RETIRE,LATCH,MAX_TXN_PER_PART,NUM_HS,POS_HS,READ_PERC,REQ_PER_QUERY,RETIRE_ON,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_length,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_commit,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_ts_alloc,time_wait,txn_cnt,user_abort_cnt,wait_cnt
50000,0,True,WOUND_WAIT,False,True,True,True,WR,1,0,False,0.0,LH_MCSLOCK,100000,1,SPECIFIED,1,16,True,WR,0.0,True,10000000,16,True,YCSB,False,0,0,0,303078,0,0,0,0,303078,484.926,52791.6,0.0,2.94663,0.0,0.7843180000000001,10.864,4.27669,20.202,0.0366869,0.321207,1.42505,0.0,0.0,216880264,450.97900000000004,1600000,0,1599999
50000,0,True,WOUND_WAIT,False,True,True,True,WR,1,0,False,0.0,LH_MCSLOCK,100000,1,SPECIFIED,1,16,True,WR,0.25,True,10000000,16,True,YCSB,False,0,3,0,243387,0,0,0,0,243388,389.412,65738.5,0.0007651639999999999,2.9649400000000004,0.0,0.8996959999999999,10.9214,4.2665,20.371,0.032938999999999996,0.349261,1.4392,0.0,0.0,194552451,355.11800000000005,1599962,0,1599961
50000,0,True,WOUND_WAIT,False,True,True,True,WR,1,0,False,0.0,LH_MCSLOCK,100000,1,SPECIFIED,1,16,True,WR,0.5,True,10000000,16,True,YCSB,False,0,11,0,168316,0,0,0,0,168320,269.283,95057.0,0.00579453,3.26895,0.0,1.27226,11.3107,4.36034,22.1596,0.0349584,0.383807,1.59665,0.0,0.0,201762383,232.90599999999998,1599826,0,1599825
50000,0,True,WOUND_WAIT,False,True,True,True,WR,1,0,False,0.0,LH_MCSLOCK,100000,1,SPECIFIED,1,16,True,WR,0.75,True,10000000,16,True,YCSB,False,0,234,0,83931,0,0,0,0,83948,134.25799999999998,190594.0,0.026807400000000002,3.45972,0.0,1.41406,11.552,4.72121,22.58,0.0536525,0.34125500000000003,1.76918,0.0,0.0,190391567,97.2375,1599295,0,1599290
50000,0,True,WOUND_WAIT,False,True,True,True,WR,1,0,False,0.0,LH_MCSLOCK,100000,1,SPECIFIED,1,16,True,WR,1.0,True,10000000,16,True,YCSB,False,0,192897,0,26268,0,0,0,0,28831,38.4423,554989.0,3.4146,2.5627299999999997,0.0,0.399611,9.10752,1.2589299999999999,12.2146,14.8772,0.255975,1.37983,0.0,0.0,163360670,0.629642,1333440,0,321329
50000,0,True,BAMBOO,False,True,True,True,WR,1,0,False,0.0,LH_MCSLOCK,100000,1,SPECIFIED,1,16,True,WR,0.0,True,10000000,16,True,YCSB,False,0,0,0,45206,0,0,0,0,45206,72.2293,353929.0,0.0,38.1648,33.760999999999996,1.32443,12.1324,3.4834400000000003,57.2215,0.044972500000000006,0.792617,2.39635,0.301426,1.17511,0,0.578375,1597750,0,649510
50000,0,True,BAMBOO,False,True,True,True,WR,1,0,False,0.0,LH_MCSLOCK,100000,1,SPECIFIED,1,16,True,WR,0.25,True,10000000,16,True,YCSB,False,0,0,0,41059,0,0,0,0,41059,65.3791,389677.0,0.0,31.8524,27.5184,1.22161,11.7165,3.1741099999999998,50.3477,0.036429699999999995,0.7732,2.53075,0.304224,1.2111,0,0.796389,1592296,0,692340
50000,0,True,BAMBOO,False,True,True,True,WR,1,0,False,0.0,LH_MCSLOCK,100000,1,SPECIFIED,1,16,True,WR,0.5,True,10000000,16,True,YCSB,False,0,0,0,36892,0,0,0,0,36892,58.3731,433696.0,0.0,23.8831,19.355999999999998,1.07303,12.0569,2.8567400000000003,41.9029,0.035171100000000004,0.763626,2.6837400000000002,0.347458,1.50132,0,2.43005,1582259,0,1097929
50000,0,True,BAMBOO,False,True,True,True,WR,1,0,False,0.0,LH_MCSLOCK,100000,1,SPECIFIED,1,16,True,WR,0.75,True,10000000,16,True,YCSB,False,0,0,0,33118,0,0,0,0,33118,52.326,483112.0,0.0,12.6913,8.00885,0.968508,12.9958,2.6941599999999997,31.4291,0.0351282,0.6446,2.98444,0.391606,1.6966,0,6.73795,1579957,0,1438380
50000,0,True,BAMBOO,False,True,True,True,WR,1,0,False,0.0,LH_MCSLOCK,100000,1,SPECIFIED,1,16,True,WR,1.0,True,10000000,16,True,YCSB,False,0,0,0,31160,0,0,0,0,31160,49.1721,513468.0,0.0,5.60479,0.864367,0.993158,13.2612,2.94298,24.9951,0.035755199999999994,0.6331180000000001,3.0941799999999997,0.352111,1.66562,0,9.90473,1578019,0,1397647
