ABORT_PENALTY,CC_ALG,CLV_RETIRE_ON,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,FIRST_HS,MAX_TXN_PER_PART,NUM_HS,POS_HS,PRIORITIZE_HS,READ_PERC,REQ_PER_QUERY,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THINKTIME,THREAD_CNT,WORKLOAD,ZIPF_THETA,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
100000,CLV,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,3027971,0,0,11.380534,0.000000,0.000000,3.003034,1.834599,0.874414,2.422221,1.588299,2.512256,0.000000,0.000000,0.000000,0.000123,361.911182,70060.504458,167.632775,8.276877,2.433008,17.280919,308.971825,0.000000,0.016063,1584730
100000,SILO,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,1707586,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000091,211.602193,119556.870314,68.504442,0.937742,0.683877,1.629508,174.239762,0.000000,0.000000,1581156
100000,WOUND_WAIT,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,2,0,0,10.555125,25599995.000000,0.000000,0.000000,0.000000,0.000000,0.818217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000402,643.840847,39761.379133,0.000030,1.535315,8.379262,22.821657,0.214206,0.175472,603.008794,1600000
100000,WAIT_DIE,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,3531814,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000163,477.958998,53408.631486,218.251617,0.879196,5.424447,16.476633,360.362008,0.141385,86.133767,1595446
100000,CLV,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,1698535,0,0,11.367747,0.000000,0.000000,1.807839,1.505649,0.672224,2.161372,1.284586,1.409534,0.000000,0.000000,0.000000,0.000085,223.590545,113900.558900,87.582620,6.695906,1.433362,12.249099,173.239405,0.000000,0.022510,1591693
100000,SILO,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,1310431,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000078,168.698956,148804.240136,46.006470,0.764336,1.047234,2.651730,133.884085,0.000000,0.000000,1568945
100000,WOUND_WAIT,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,24420,0,0,10.662059,25867609.000000,0.000000,0.000000,0.000000,0.000000,1.391289,0.000000,0.000000,0.000000,0.000000,0.000000,0.000166,268.429090,95279.747816,3.763462,2.315974,5.475194,21.711034,2.721419,0.187300,225.425569,1598491
100000,WAIT_DIE,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,1848336,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000094,232.711344,109260.440586,82.638508,1.408697,2.440519,10.030220,188.952973,0.139378,12.224311,1589134
100000,CLV,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,8,YCSB,0,807495,0,0,5.133658,0.000000,0.000000,0.958507,0.561143,0.288967,0.745829,0.544833,0.664018,0.000000,0.000000,0.000000,0.000092,104.758404,60835.902118,31.677199,2.645946,1.459465,8.763203,82.345184,0.000000,0.003315,796634
100000,SILO,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,8,YCSB,0,570862,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000071,79.329466,78038.392103,24.041116,0.410706,0.611733,1.486042,58.401697,0.000000,0.000000,773843
100000,WOUND_WAIT,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,8,YCSB,0,1,0,0,5.399555,12799998.000000,0.000000,0.000000,0.000000,0.000000,0.443616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000228,182.717474,35026.753948,0.000052,0.835836,5.449659,12.650216,0.139456,0.118897,159.809715,800000
100000,WAIT_DIE,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,8,YCSB,0,918221,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000111,127.972495,49539.832896,39.931072,0.413225,3.068578,8.725253,93.708707,0.060057,17.915724,792467
100000,CLV,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,8,YCSB,0,423536,0,0,5.180907,0.000000,0.000000,0.666333,0.491829,0.214383,0.773729,0.500455,0.394506,0.000000,0.000000,0.000000,0.000060,65.291402,95207.390876,18.425718,2.448342,1.025605,7.529083,43.288394,0.000000,0.012966,777028
100000,SILO,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,8,YCSB,0,399711,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000057,57.246494,105978.752035,13.999781,0.331358,0.725934,1.783325,40.837950,0.000000,0.000000,758364
100000,WOUND_WAIT,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,8,YCSB,0,14112,0,0,5.777037,12931042.000000,0.000000,0.000000,0.000000,0.000000,0.779827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000106,86.067959,74145.873502,1.216128,1.228691,5.022161,14.045033,1.577798,0.109453,59.369403,797698
100000,WAIT_DIE,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,8,YCSB,0,552340,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000074,75.791104,82770.135990,17.461629,0.551396,1.934070,6.013915,56.513814,0.056024,3.242760,784155
100000,CLV,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,4,YCSB,0,239859,0,0,2.511742,0.000000,0.000000,0.306495,0.186171,0.098336,0.292015,0.208001,0.172782,0.000000,0.000000,0.000000,0.000074,37.529062,42425.893578,8.138596,1.000644,1.118329,5.444664,24.570590,0.000000,0.000651,398051
100000,SILO,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,4,YCSB,0,165248,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000051,27.175458,57497.908972,7.167036,0.151770,0.653450,1.347130,16.903864,0.000000,0.000000,390633
100000,WOUND_WAIT,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,4,YCSB,0,2,0,0,2.862533,6400001.000000,0.000000,0.000000,0.000000,0.000000,0.234028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000129,51.788934,30894.631170,0.000102,0.428662,3.344563,7.116382,0.089807,0.080343,38.827688,400000
100000,WAIT_DIE,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,4,YCSB,0,217908,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000075,35.010990,45069.276620,5.275596,0.181886,2.074625,4.651682,22.300291,0.023308,3.886736,394480
100000,CLV,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,4,YCSB,0,101562,0,0,2.876482,0.000000,0.000000,0.243125,0.155930,0.069232,0.290627,0.196539,0.155685,0.000000,0.000000,0.000000,0.000047,23.350806,67063.722614,4.763776,1.007300,1.339036,5.399754,10.398441,0.000000,0.007297,391498
100000,SILO,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,4,YCSB,0,133977,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000048,23.851548,66556.519196,4.929628,0.143362,0.953868,2.271058,13.683486,0.000000,0.000000,396869
100000,WOUND_WAIT,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,4,YCSB,0,42347,0,0,2.806021,6790903.000000,0.000000,0.000000,0.000000,0.000000,0.326219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000047,20.131153,78110.180544,1.631169,0.544839,2.036502,5.583999,4.406350,0.051917,4.611999,393112
100000,WAIT_DIE,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,4,YCSB,0,133044,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000048,20.964659,74607.843606,2.176163,0.212571,0.849937,3.179658,13.576041,0.020842,0.353278,391032
50000,CLV,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,3213607,0,0,10.346858,0.000000,0.000000,3.035004,1.930020,0.921760,2.610463,1.650302,2.594955,0.000000,0.000000,0.000000,0.000095,297.291681,85774.832162,146.052877,8.660850,2.175817,16.321549,247.790822,0.000000,0.018108,1593759
50000,SILO,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,1891165,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000073,181.449816,137784.080075,67.020331,0.961666,0.612186,1.426767,145.829054,0.000000,0.000000,1562556
50000,WOUND_WAIT,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,2458,0,0,10.420570,25617034.000000,0.000000,0.000000,0.000000,0.000000,0.824464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000373,597.379013,42850.785566,0.747440,1.630882,6.884952,21.302458,0.433503,0.205540,558.454533,1599885
50000,WAIT_DIE,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,3906396,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000136,409.100708,62362.932945,192.569731,0.834831,4.000521,14.026604,300.086201,0.121205,82.019718,1594545
50000,CLV,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,2047818,0,0,11.847468,0.000000,0.000000,2.108596,1.883382,0.791300,2.768895,1.468189,1.705759,0.000000,0.000000,0.000000,0.000074,210.897640,119806.215176,94.606095,7.932329,1.313869,11.680511,157.816640,0.000000,0.037910,1579178
50000,SILO,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,1485588,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000065,147.326321,169700.566149,46.325900,0.926606,0.804236,2.176875,114.679649,0.000000,0.000000,1562585
50000,WOUND_WAIT,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,15141,0,0,10.844473,25763832.000000,0.000000,0.000000,0.000000,0.000000,1.451374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000179,288.641216,88633.440306,2.391010,2.403559,6.982250,23.621139,1.416288,0.204268,244.600865,1598954
50000,WAIT_DIE,1,true,false,true,WR,100000,2,MB,false,1,16,true,true,1024*1024*20,0,16,YCSB,0,2269158,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000081,222.908040,114461.192061,93.557013,1.505635,2.466908,9.547752,174.916998,0.134765,15.418870,1594645
50000,CLV,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,0,8,YCSB,0,985370,0,0,5.411177,0.000000,0.000000,1.227416,0.652767,0.336035,0.844988,0.641106,1.109181,0.000000,0.000000,0.000000,0.000084,102.252196,61963.735467,36.068218,3.339598,1.762346,10.007913,76.028510,0.000000,0.004969,791991
