ABORT_PENALTY,CC_ALG,CLV_RETIRE_ON,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,FIRST_HS,MAX_TXN_PER_PART,NUM_HS,POS_HS,PRIORITIZE_HS,READ_PERC,REQ_PER_QUERY,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,WORKLOAD,ZIPF_THETA,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
0,CLV,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,2,YCSB,0,38851,0,0,1.545395,0.000000,0.000000,0.289548,0.122370,0.069096,0.180892,0.204914,1.116966,0.000000,0.000000,0.000000,0.000047,10.989690,36102.018987,1.754281,1.649309,1.829881,6.075029,0.006467,0.000000,0.000953,198375
0,CLV,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,4,YCSB,0,157854,0,0,3.149021,0.000000,0.000000,0.724077,0.379742,0.213034,0.500513,0.563259,2.199517,0.000000,0.000000,0.000000,0.000039,19.091080,83659.592564,3.643209,3.687746,2.185993,10.440095,0.016026,0.000000,0.026368,399288
0,CLV,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,8,YCSB,0,1545539,0,0,13.429980,0.000000,0.000000,3.270132,5.136720,1.152293,7.761431,2.068570,5.932851,0.000000,0.000000,0.000000,0.000043,68.127538,93298.073452,33.626669,17.165258,2.653683,23.297120,0.067948,0.000000,1.993658,794521
0,CLV,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,16,YCSB,0,3716434,0,0,58.402040,0.000000,0.000000,8.822216,22.937241,3.049801,47.960635,5.394101,26.741735,0.000000,0.000000,0.000000,0.000081,325.433256,78142.720586,196.412470,82.275248,3.417785,70.273698,0.145144,0.000000,36.830769,1589390
0,SILO,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,2,YCSB,0,149252,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000011,10.189673,37072.240159,8.062720,0.104202,0.528746,0.976001,0.011031,0.000000,0.000000,188877
0,SILO,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,4,YCSB,0,450926,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,14.336146,104965.173329,13.230305,0.280378,0.185462,0.448398,0.025786,0.000000,0.000000,376199
0,SILO,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,8,YCSB,0,1685262,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,25.500309,221365.787357,23.349345,1.543287,0.239871,1.106440,0.075184,0.000000,0.000000,705612
0,SILO,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,16,YCSB,0,12090164,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,108.219802,189840.598554,101.609339,18.546875,0.459448,4.541190,0.452828,0.000000,0.000000,1284032
0,WOUND_WAIT,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,2,YCSB,0,0,0,0,1.590489,3199999.000000,0.000000,0.000000,0.000000,0.000000,0.129291,0.000000,0.000000,0.000000,0.000000,0.000000,0.000095,19.078067,20966.484779,0.000000,0.240872,3.342542,5.155345,0.044700,0.035705,9.507131,200000
0,WOUND_WAIT,1,true,false,true,WR,100000,2,TM,false,1,16,true,true,1024*1024*20,4,YCSB,0,2,0,0,2.915210,6400001.000000,0.000000,0.000000,0.000000,0.000000,0.233852,0.000000,0.000000,0.000000,0.000000,0.000000,0.000137,54.870322,29159.661228,0.000078,0.429374,3.929081,7.454196,0.078307,0.063458,41.175427,400000
