ABORT_PENALTY,CC_ALG,CLV_RETIRE_ON,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,FIRST_HS,MAX_TXN_PER_PART,NUM_HS,POS_HS,PRIORITIZE_HS,READ_PERC,REQ_PER_QUERY,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THREAD_CNT,WORKLOAD,ZIPF_THETA,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
0,CLV,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,2,YCSB,0,0,0,0,1.574453,0.000000,0.000000,0.232382,0.108073,0.069608,0.157249,0.146127,1.481587,0.000000,0.000000,0.000000,0.000060,11.827693,33527.078078,0.000000,1.892939,2.442944,7.730620,0.006825,0.000000,0.003625,198274
0,CLV,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,4,YCSB,0,0,0,0,3.022064,0.000000,0.000000,0.449510,0.206156,0.123517,0.276659,0.273989,3.006183,0.000000,0.000000,0.000000,0.000045,18.103955,88357.266702,0.000000,3.761713,2.948330,12.054793,0.013208,0.000000,0.001683,399904
0,CLV,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,8,YCSB,0,0,0,0,5.853787,0.000000,0.000000,1.253290,0.512512,0.295528,0.647708,0.585919,7.172881,0.000000,0.000000,0.000000,0.000041,32.552363,196329.834967,0.000000,8.862945,3.517783,22.482497,0.026571,0.000000,0.027821,798875
0,CLV,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,16,YCSB,0,0,0,0,11.460117,0.000000,0.000000,3.477899,1.581496,0.615449,2.035470,1.119625,35.217185,0.000000,0.000000,0.000000,0.000051,82.174238,310778.665902,0.000000,39.232364,5.138897,63.597291,0.044214,0.000000,0.205606,1596125
0,SILO,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,2,YCSB,0,145682,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000010,8.385847,45232.399800,6.454977,0.074414,0.435881,0.790723,0.010763,0.000000,0.000000,189656
0,SILO,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,4,YCSB,0,465661,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,13.779867,114951.473086,12.809220,0.205668,0.189230,0.332470,0.024037,0.000000,0.000000,396004
0,SILO,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,8,YCSB,0,1387508,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,22.663002,265397.146531,21.010569,0.727153,0.248936,0.586264,0.065909,0.000000,0.000000,751837
0,SILO,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,16,YCSB,0,11340356,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,70.521087,300183.913253,66.196291,8.968636,0.362341,2.482173,0.389260,0.000000,0.000000,1323081
0,WOUND_WAIT,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,2,YCSB,0,1,0,0,1.639440,3199322.000000,0.000000,0.000000,0.000000,0.000000,0.157721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000107,21.356672,18725.483360,0.000055,0.269564,4.031396,5.669908,0.046197,0.035285,10.687134,199957
0,WOUND_WAIT,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,4,YCSB,0,2,0,0,3.007794,6399717.000000,0.000000,0.000000,0.000000,0.000000,0.259129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000146,58.463848,27366.108500,0.000130,0.435237,4.252844,7.957151,0.068697,0.050744,43.869116,399982
0,WOUND_WAIT,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,8,YCSB,0,2,0,0,5.712510,12800000.000000,0.000000,0.000000,0.000000,0.000000,0.471577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000234,187.485148,34136.037255,0.000049,0.821435,5.363238,13.030054,0.120558,0.086392,164.031170,800000
0,WOUND_WAIT,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,16,YCSB,0,4,0,0,10.837972,25599996.000000,0.000000,0.000000,0.000000,0.000000,1.043829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000398,636.016743,40250.512698,0.000150,1.867434,7.552946,22.748826,0.275142,0.204934,595.468919,1600000
0,WAIT_DIE,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,2,YCSB,0,41518050,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000047,18.051662,22056.030449,8.670080,1.010029,3.264855,5.047265,1.347683,0.048711,0.001691,199074
0,WAIT_DIE,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,4,YCSB,0,61998756,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000067,60.399585,26243.888780,33.911111,1.803803,4.742072,9.091770,2.055415,0.185139,10.431273,396280
0,WAIT_DIE,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,8,YCSB,0,73919584,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000093,191.559494,33199.753588,117.760263,3.751288,5.286113,18.730733,2.577920,0.433494,44.734990,794966
0,CLV,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,2,YCSB,0,0,0,0,1.549178,0.000000,0.000000,0.115824,0.044020,0.025548,0.150228,0.103278,0.456242,0.000000,0.000000,0.000000,0.000045,8.879798,44053.253794,0.000000,0.871374,1.764816,5.528757,0.005585,0.000000,0.001078,195592
0,CLV,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,4,YCSB,0,0,0,0,3.004316,0.000000,0.000000,0.260873,0.144748,0.071505,0.297967,0.228112,0.931608,0.000000,0.000000,0.000000,0.000036,14.041982,111468.308807,0.000000,1.745718,2.286264,8.686958,0.010608,0.000000,0.021127,391309
0,CLV,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,8,YCSB,0,0,0,0,6.113098,0.000000,0.000000,0.796719,0.537949,0.216727,0.778289,0.552775,2.460761,0.000000,0.000000,0.000000,0.000038,29.133348,211027.720754,0.000000,4.398073,3.891727,18.276794,0.024480,0.000000,0.251396,768493
0,CLV,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,16,YCSB,0,0,0,0,15.022726,0.000000,0.000000,2.542818,3.142471,0.707510,3.674371,1.197273,25.929957,0.000000,0.000000,0.000000,0.000059,91.705355,272704.511493,0.000000,32.059706,5.544762,59.690937,0.043494,0.000000,10.960503,1563029
0,SILO,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,2,YCSB,0,73727,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000025,8.020055,47153.041663,3.345019,0.077930,1.093311,2.203781,0.009065,0.000000,0.000000,189085
0,SILO,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,4,YCSB,0,296251,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000008,13.310608,103842.892365,10.468485,0.178966,0.592465,1.138080,0.023971,0.000000,0.000000,345553
0,SILO,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,8,YCSB,0,1075922,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,21.798522,283025.787980,19.679004,0.652029,0.334966,0.880628,0.055630,0.000000,0.000000,771193
0,SILO,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,16,YCSB,0,6155122,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000004,58.400848,395374.260351,53.219908,6.329603,0.456574,3.149599,0.250162,0.000000,0.000000,1443137
0,WOUND_WAIT,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,2,YCSB,0,13723,0,0,1.615897,3328322.000000,0.000000,0.000000,0.000000,0.000000,0.198809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000050,10.333291,38324.674579,0.386813,0.297408,2.520934,4.782454,0.043404,0.034184,1.413777,198010
0,WOUND_WAIT,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,4,YCSB,0,1697,0,0,3.049606,6412479.000000,0.000000,0.000000,0.000000,0.000000,0.412499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000064,25.808703,61933.216910,0.064400,0.598299,3.153970,7.634505,0.065141,0.050862,12.324622,399604
0,WOUND_WAIT,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,8,YCSB,0,13,0,0,5.699749,12796176.000000,0.000000,0.000000,0.000000,0.000000,0.778964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000103,81.990049,78034.054844,0.004058,1.145303,3.947218,12.282872,0.119556,0.090528,60.440389,799752
0,WOUND_WAIT,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,16,YCSB,0,11,0,0,11.136079,25598945.000000,0.000000,0.000000,0.000000,0.000000,1.537130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000197,314.450597,81408.120280,0.005826,2.402857,6.656948,24.038682,0.257190,0.199783,273.089102,1599927
0,WAIT_DIE,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,2,YCSB,0,362475,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,6.936729,53642.863405,1.387690,0.204069,1.455840,2.960588,0.052923,0.032378,0.104332,186053
0,WAIT_DIE,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,4,YCSB,0,5562279,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000026,24.814412,63348.346830,14.614475,1.654045,1.810198,4.104955,0.304147,0.074561,2.809275,392988
0,WAIT_DIE,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,8,YCSB,0,24651166,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000041,89.256899,70251.690311,56.813168,7.579142,2.647856,8.832164,0.924704,0.121545,18.139898,783806
0,WAIT_DIE,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,16,YCSB,0,49110819,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000087,398.279687,64044.521602,259.143688,30.062117,4.215070,40.446319,2.428623,0.253543,88.897390,1594227
0,CLV,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,2,YCSB,0,0,0,0,1.588218,0.000000,0.000000,0.000983,0.013501,0.003574,0.102533,0.064872,0.003384,0.000000,0.000000,0.000000,0.000053,10.253565,37597.459155,0.000000,0.347015,2.611658,6.176623,0.005487,0.000000,0.000481,192754
0,CLV,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,4,YCSB,0,0,0,0,2.927275,0.000000,0.000000,0.008858,0.048841,0.007468,0.199815,0.113537,0.011306,0.000000,0.000000,0.000000,0.000027,10.345427,150095.306881,0.000000,0.680800,1.387420,5.958923,0.011286,0.000000,0.008144,388200
0,CLV,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,8,YCSB,0,0,0,0,5.967702,0.000000,0.000000,0.059262,0.196585,0.028611,0.489011,0.256383,0.065263,0.000000,0.000000,0.000000,0.000031,23.634642,261712.782423,0.000000,1.576601,3.395917,14.074446,0.020203,0.000000,0.123524,773186
0,CLV,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,16,YCSB,0,0,0,0,14.957385,0.000000,0.000000,0.863529,2.011831,0.306875,2.512261,0.774080,2.885596,0.000000,0.000000,0.000000,0.000040,63.282828,396584.803304,0.000000,7.836404,4.484255,30.583175,0.041445,0.000000,13.520398,1568563
0,SILO,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,2,YCSB,0,679,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000042,7.688383,47099.108385,0.027829,0.043175,1.825837,3.775818,0.012045,0.000000,0.000000,181058
0,SILO,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,4,YCSB,0,12193,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000029,10.722736,133905.372118,0.294976,0.102473,1.870932,4.286298,0.011819,0.000000,0.000000,358958
0,SILO,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,8,YCSB,0,76434,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000023,19.020903,325690.106979,1.417882,0.279296,2.725373,6.651659,0.026215,0.000000,0.000000,774365
0,SILO,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,16,YCSB,0,2279677,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000015,47.072169,494853.425055,24.749684,5.724311,3.595214,9.788290,0.148221,0.000000,0.000000,1455864
0,WOUND_WAIT,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,2,YCSB,0,612,0,0,1.530047,3173152.000000,0.000000,0.000000,0.000000,0.000000,0.109168,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,6.180759,63975.960121,0.018567,0.201724,1.493368,3.413064,0.038454,0.030025,0.002737,197710
0,WOUND_WAIT,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,4,YCSB,0,10769,0,0,2.738620,6024256.000000,0.000000,0.000000,0.000000,0.000000,0.207177,0.000000,0.000000,0.000000,0.000000,0.000000,0.000027,9.994972,146372.396085,0.281296,0.389423,1.791770,5.618371,0.062495,0.048701,0.013196,365747
0,WOUND_WAIT,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,8,YCSB,0,72834,0,0,5.825647,13640094.000000,0.000000,0.000000,0.000000,0.000000,0.592737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,20.210887,308614.666487,1.562920,1.038494,3.028627,10.726171,0.142451,0.111383,0.132265,779672
0,WOUND_WAIT,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,16,YCSB,0,2068949,0,0,23.609824,57077127.000000,0.000000,0.000000,0.000000,0.000000,5.583080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000036,74.782791,320581.776748,21.228736,7.499417,4.059554,25.196386,0.322286,0.196878,15.178864,1498375
0,WAIT_DIE,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,2,YCSB,0,470,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000034,6.404554,58206.080644,0.012743,0.088623,1.587597,3.526821,0.037840,0.029453,0.000167,186392
0,WAIT_DIE,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,4,YCSB,0,4896,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000027,10.491643,145523.439462,0.094961,0.182920,2.190071,5.777301,0.071753,0.055243,0.003923,381695
0,WAIT_DIE,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,8,YCSB,0,49640,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,19.184252,320801.035103,0.688781,0.467608,3.553147,10.226799,0.143496,0.111626,0.033363,769291
0,WAIT_DIE,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,16,YCSB,0,3581615,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000024,74.299808,333057.118035,36.537662,6.941540,4.142527,21.566168,0.451102,0.202978,6.672704,1546630
