ABORT_PENALTY,CC_ALG,CLV_RETIRE_ON,DEBUG_PROFILING,DEBUG_TMP,DYNAMIC_TS,FIRST_HS,MAX_TXN_PER_PART,NUM_HS,POS_HS,PRIORITIZE_HS,READ_PERC,REQ_PER_QUERY,SPINLOCK,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,THINKTIME,THREAD_CNT,WORKLOAD,ZIPF_THETA,abort_cnt,cycle_detect,deadlock_cnt,debug1,debug10,debug2,debug3,debug4,debug5,debug6,debug7,debug8,debug9,dl_detect_time,dl_wait_time,latency,run_time,throughput,time_abort,time_cleanup,time_index,time_man,time_query,time_ts_alloc,time_wait,txn_cnt
0,CLV,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,50,16,YCSB,0,0,0,0,10.650224,0.000000,0.000000,2.510405,0.773342,0.436921,1.053047,0.700732,10.029048,0.000000,0.000000,0.000000,0.000134,214.374591,119402.807171,0.000000,12.580576,4.310967,35.017398,0.016580,0.000000,0.013236,1599808
0,CLV,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,50,16,YCSB,0,0,0,0,10.899428,0.000000,0.000000,1.678657,0.595871,0.288989,1.244023,0.749029,4.482271,0.000000,0.000000,0.000000,0.000130,206.541684,123447.894641,0.000000,7.644153,3.918883,27.338530,0.016965,0.000000,0.181974,1593571
0,CLV,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,50,16,YCSB,0,0,0,0,11.009011,0.000000,0.000000,1.003960,0.342938,0.105617,1.371614,0.860229,0.359883,0.000000,0.000000,0.000000,0.000127,202.667883,125813.402710,0.000000,4.128557,3.936834,23.009513,0.017147,0.000000,0.165564,1593646
0,CLV,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,50,8,YCSB,0,0,0,0,5.750382,0.000000,0.000000,1.089400,0.413042,0.250703,0.618846,0.446600,4.200480,0.000000,0.000000,0.000000,0.000139,111.530567,57382.941645,0.000000,5.751289,3.729885,19.658193,0.009150,0.000000,0.003442,799994
0,CLV,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,50,8,YCSB,0,0,0,0,5.158257,0.000000,0.000000,0.532691,0.232945,0.128605,0.538797,0.349682,1.297072,0.000000,0.000000,0.000000,0.000130,103.743673,61415.986098,0.000000,2.762556,3.059360,13.640523,0.008074,0.000000,0.010008,796440
0,CLV,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,50,8,YCSB,0,0,0,0,5.342315,0.000000,0.000000,0.326969,0.088522,0.037697,0.645044,0.483541,0.089024,0.000000,0.000000,0.000000,0.000130,102.356483,61538.495853,0.000000,1.992627,2.968695,12.825596,0.008445,0.000000,0.044418,787358
0,CLV,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,50,4,YCSB,0,0,0,0,2.751530,0.000000,0.000000,0.338852,0.187977,0.108963,0.246832,0.176959,1.478531,0.000000,0.000000,0.000000,0.000138,55.192849,28986.871172,0.000000,2.107571,2.265040,9.266922,0.006623,0.000000,0.001537,399967
0,CLV,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,50,4,YCSB,0,0,0,0,2.495330,0.000000,0.000000,0.246175,0.113088,0.067778,0.355211,0.195742,0.553794,0.000000,0.000000,0.000000,0.000139,55.095808,28792.389973,0.000000,1.412194,2.844691,8.617425,0.004815,0.000000,0.001442,396585
0,CLV,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,50,4,YCSB,0,0,0,0,2.388659,0.000000,0.000000,0.061163,0.029777,0.014253,0.325727,0.186756,0.043388,0.000000,0.000000,0.000000,0.000136,53.982378,29446.498317,0.000000,0.910691,2.850915,7.693526,0.004470,0.000000,0.000978,397398
0,CLV,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,50,2,YCSB,0,0,0,0,1.540966,0.000000,0.000000,0.184539,0.108147,0.065693,0.169678,0.146510,0.718573,0.000000,0.000000,0.000000,0.000152,30.433987,13143.200923,0.000000,1.164152,2.203221,6.219901,0.002569,0.000000,0.000608,200000
0,SILO,1,true,false,true,WR,100000,1,TOP,false,1,16,true,true,1024*1024*20,50,2,YCSB,0,188145,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000244,76.754450,4917.317511,30.789099,0.116478,0.315321,0.563300,30.797648,0.000000,0.000000,188713
0,CLV,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,50,2,YCSB,0,0,0,0,1.380281,0.000000,0.000000,0.064703,0.048300,0.027089,0.154182,0.087892,0.036990,0.000000,0.000000,0.000000,0.000144,28.682074,13887.070869,0.000000,0.434153,1.918295,5.132636,0.001866,0.000000,0.000101,199155
0,SILO,1,true,false,true,WR,100000,1,MID,false,1,16,true,true,1024*1024*20,50,2,YCSB,0,190558,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000246,78.314669,4875.178599,31.290620,0.113557,0.241889,0.592229,31.298571,0.000000,0.000000,190899
0,CLV,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,50,2,YCSB,0,0,0,0,1.520277,0.000000,0.000000,0.024465,0.014402,0.006843,0.178901,0.115024,0.007265,0.000000,0.000000,0.000000,0.000147,29.283337,13641.956183,0.000000,0.508676,1.902448,5.420501,0.002416,0.000000,0.000136,199741
0,SILO,1,true,false,true,WR,100000,1,BOT,false,1,16,true,true,1024*1024*20,50,2,YCSB,0,191715,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000250,80.083389,4805.490949,31.904123,0.121387,0.316184,0.644197,31.911961,0.000000,0.000000,192420
