ABORT_PENALTY,BB_ALWAYS_RETIRE_READ,BB_AUTORETIRE,BB_DYNAMIC_TS,BB_LAST_RETIRE,BB_OPT_RAW,BB_PRECOMMIT,CC_ALG,COMPILE_ONLY,CPU_FREQ,FIRST_HS,FIXED_HS,FLIP_RATIO,LATCH,LONG_TXN_RATIO,MAX_RUNTIME,MAX_TXN_PER_PART,NDEBUG,NUM_HS,OUTPUT_TO_FILE,PF_ABORT,PF_BASIC,PF_CS,POS_HS,READ_PERC,REQ_PER_QUERY,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,TERMINATE_BY_COUNT,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_cnt_long,abort_length,cascading_abort_cnt,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,lock_acquire_cnt,lock_directly_cnt,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_copy,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_semaphore_cs,time_ts_alloc,time_wait,txn_cnt,txn_cnt_long,user_abort_cnt,wait_cnt
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0, 59, 0, 0, 0, 0, 208116,0,0,0,0, 208117, 0, 0, 0, 319.995,153759, 0.0010439, 273.303, 263.397, 0, 0, 0, 0.538925, 301.143, 0.0655737, 0, 0, 0, 0, 0, 0, 0.577268, 1537567, 0, 0, 320555
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,32,false,YCSB,false,0, 9204, 0, 0, 0, 0, 254807,0,0,0,0, 255116, 0, 0, 0, 319.993,125434, 0.386002, 279.48, 269.552, 0, 0, 0, 0.441403, 303.424, 0.774331, 0, 0, 0, 0, 0, 0, 0.637922, 1254308, 0, 0, 313526
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,32,false,YCSB,false,0, 1506229, 0, 0, 0, 0, 140369,0,0,0,0, 352930, 0, 0, 0, 319.959,90730.3, 192.618, 17.9403, 8.52171, 0, 0, 0, 0.389242, 29.474, 117.784, 0, 0, 0, 0, 0, 0, 48.0097, 907188, 0, 0, 2642664
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.75,true,100000000,false,32,false,YCSB,false,0, 1740269, 0, 0, 0, 0, 136204,0,0,0,0, 464811, 0, 0, 0, 319.957,68899.7, 226.125, 14.2629, 4.83126, 0, 0, 0, 0.300601, 17.8087, 136.353, 0, 0, 0, 0, 0, 0, 32.4163, 688905, 0, 0, 2600162
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,1,true,100000000,false,32,false,YCSB,false,0, 1803946, 0, 0, 0, 0, 136064,0,0,0,0, 535859, 0, 0, 0, 319.946,59770.8, 238.633, 16.16, 6.09137, 0, 0, 0, 0.268616, 14.7796, 141.622, 0, 0, 0, 0, 0, 0, 26.7301, 597607, 0, 0, 2570042
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0, 216, 0, 0, 0, 0, 173930,0,0,0,0, 173935, 0, 0, 0, 319.937,183977, 0.00922554, 252.553, 241.544, 0, 0, 0, 0.588118, 287.06, 0.0773545, 0, 0, 0, 0, 0, 0, 6.21095, 1839407, 0, 0, 2074759
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,32,false,YCSB,false,0, 15504, 0, 0, 0, 0, 173479,0,0,0,0, 173908, 0, 0, 0, 319.933,184007, 0.78409, 250.05, 238.969, 0, 0, 0, 0.591426, 284.582, 1.28591, 0, 0, 0, 0, 0, 0, 6.8197, 1839689, 0, 0, 2142886
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,32,false,YCSB,false,0, 1606843, 0, 0, 0, 0, 125912,0,0,0,0, 335686, 0, 0, 0, 319.931,95389.9, 199.85, 18.7092, 7.39842, 0, 0, 0, 0.383225, 26.238, 125.654, 0, 0, 0, 0, 0, 0, 42.8945, 953694, 0, 0, 2874801
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.75,true,100000000,false,32,false,YCSB,false,0, 1843260, 0, 0, 0, 0, 126464,0,0,0,0, 442031, 0, 0, 0, 319.919,72454, 228.314, 16.3178, 5.23256, 0, 0, 0, 0.334804, 17.1001, 144.553, 0, 0, 0, 0, 0, 0, 28.9597, 724357, 0, 0, 2777028
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,1,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,1,true,100000000,false,32,false,YCSB,false,0, 1867749, 0, 0, 0, 0, 132587,0,0,0,0, 531879, 0, 0, 0, 319.945,60218.7, 240.116, 16.215, 6.09039, 0, 0, 0, 0.280232, 14.6475, 146.748, 0, 0, 0, 0, 0, 0, 24.7618, 602084, 0, 0, 2653371
