ABORT_PENALTY,BB_ALWAYS_RETIRE_READ,BB_AUTORETIRE,BB_DYNAMIC_TS,BB_LAST_RETIRE,BB_OPT_RAW,BB_PRECOMMIT,CC_ALG,COMPILE_ONLY,CPU_FREQ,FIRST_HS,FIXED_HS,FLIP_RATIO,LATCH,LONG_TXN_RATIO,MAX_RUNTIME,MAX_TXN_PER_PART,NDEBUG,NUM_HS,OUTPUT_TO_FILE,PF_ABORT,PF_BASIC,PF_CS,POS_HS,READ_PERC,REQ_PER_QUERY,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,TERMINATE_BY_COUNT,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_cnt_long,abort_length,cascading_abort_cnt,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,lock_acquire_cnt,lock_directly_cnt,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_copy,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_semaphore_cs,time_ts_alloc,time_wait,txn_cnt,txn_cnt_long,user_abort_cnt,wait_cnt
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,16,false,YCSB,false,0, 0, 0, 0, 0, 0, 52177,0,0,0,0, 52177, 0, 0, 0, 159.997,306648, 0, 43.1338, 32.3912, 0, 0, 0, 1.18432, 85.7783, 0.0775671, 0, 0, 0, 0, 0, 0, 33.9924, 3066415, 0, 0, 3052290
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0, 0, 0, 0, 0, 0, 138170,0,0,0,0, 138170, 0, 0, 0, 319.997,231598, 0, 120.109, 109.621, 0, 0, 0, 0.857036, 155.339, 0.0614783, 0, 0, 0, 0, 0, 0, 131.878, 2315957, 0, 0, 2315114
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,16,false,YCSB,false,0, 0, 0, 0, 0, 0, 50334,0,0,0,0, 50334, 0, 0, 0, 159.991,317872, 0, 38.711, 27.658, 0, 0, 0, 1.19213, 82.6633, 0.0804581, 0, 0, 0, 0, 0, 0, 36.0201, 3178550, 0, 0, 3173082
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,32,false,YCSB,false,0, 0, 0, 0, 0, 0, 132529,0,0,0,0, 132529, 0, 0, 0, 319.995,241455, 0, 114.206, 103.449, 0, 0, 0, 0.892655, 151.11, 0.066897, 0, 0, 0, 0, 0, 0, 135.052, 2414515, 0, 0, 2414222
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,16,false,YCSB,false,0, 0, 0, 0, 0, 0, 48756,0,0,0,0, 48756, 0, 0, 0, 159.993,328164, 0, 32.8572, 21.4997, 0, 0, 0, 1.24521, 78.283, 0.0801559, 0, 0, 0, 0, 0, 0, 38.978, 3281504, 0, 0, 3275490
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,32,false,YCSB,false,0, 0, 0, 0, 0, 0, 129856,0,0,0,0, 129856, 0, 0, 0, 319.987,246426, 0, 66.0187, 54.977, 0, 0, 0, 0.918019, 104.468, 0.0678476, 0, 0, 0, 0, 0, 0, 181.285, 2464159, 0, 0, 2463992
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0.75,true,100000000,false,16,false,YCSB,false,0, 0, 0, 0, 0, 0, 46524,0,0,0,0, 46524, 0, 0, 0, 159.988,343908, 0, 23.8448, 12.1791, 0, 0, 0, 1.33445, 70.8458, 0.0841448, 0, 0, 0, 0, 0, 0, 45.1385, 3438816, 0, 0, 3432825
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0.75,true,100000000,false,32,false,YCSB,false,0, 0, 0, 0, 0, 0, 117623,0,0,0,0, 117623, 0, 0, 0, 319.996,272054, 0, 41.0732, 29.7406, 0, 0, 0, 1.18054, 84.7515, 0.0837762, 0, 0, 0, 0, 0, 0, 198.277, 2720503, 0, 0, 2720385
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,1,true,100000000,false,16,false,YCSB,false,0, 0, 0, 0, 0, 0, 26005,0,0,0,0, 26005, 0, 0, 0, 159.986,615265, 0, 7.78825, 0.161466, 0, 0, 0, 2.22679, 80.8029, 0.150044, 0, 0, 0, 0, 0, 0, 16.0616, 6152128, 0, 0, 3207099
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,1,true,100000000,false,32,false,YCSB,false,0, 0, 0, 0, 0, 0, 77001,0,0,0,0, 77001, 0, 0, 0, 320,415576, 0, 10.923, 0.108984, 0, 0, 0, 1.38674, 102.915, 0.122068, 0, 0, 0, 0, 0, 0, 174.441, 4155756, 0, 0, 4152785
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,16,false,YCSB,false,0, 0, 0, 0, 0, 0, 51951,0,0,0,0, 51951, 0, 0, 0, 159.997,307980, 0, 42.1627, 31.4186, 0, 0, 0, 1.15575, 84.8643, 0.0780387, 0, 0, 0, 0, 0, 0, 34.8214, 3079750, 0, 0, 3068533
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0, 0, 0, 0, 0, 0, 137219,0,0,0,0, 137219, 0, 0, 0, 319.999,233203, 0, 120.832, 110.336, 0, 0, 0, 0.85955, 156.013, 0.0603333, 0, 0, 0, 0, 0, 0, 131.125, 2332019, 0, 0, 2331318
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,16,false,YCSB,false,0, 0, 0, 0, 0, 0, 51301,0,0,0,0, 51301, 0, 0, 0, 159.992,311882, 0, 35.6418, 24.583, 0, 0, 0, 1.15767, 78.8432, 0.07836, 0, 0, 0, 0, 0, 0, 40.3977, 3118662, 0, 0, 3116807
50000,true,false,true,0.15,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,1,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,32,false,YCSB,false,0, 0, 0, 0, 0, 0, 130162,0,0,0,0, 130162, 0, 0, 0, 319.997,245847, 0, 86.4471, 75.6692, 0, 0, 0, 0.963116, 123.46, 0.069255, 0, 0, 0, 0, 0, 0, 162.369, 2458452, 0, 0, 2457985
