ABORT_PENALTY,BB_ALWAYS_RETIRE_READ,BB_AUTORETIRE,BB_DYNAMIC_TS,BB_LAST_RETIRE,BB_OPT_RAW,BB_PRECOMMIT,CC_ALG,COMPILE_ONLY,CPU_FREQ,FIRST_HS,FIXED_HS,FLIP_RATIO,LATCH,LONG_TXN_RATIO,MAX_RUNTIME,MAX_TXN_PER_PART,NDEBUG,NUM_HS,OUTPUT_TO_FILE,PF_ABORT,PF_BASIC,PF_CS,POS_HS,READ_PERC,REQ_PER_QUERY,SECOND_HS,SPECIFIED_RATIO,SYNTHETIC_YCSB,SYNTH_TABLE_SIZE,TERMINATE_BY_COUNT,THREAD_CNT,UNSET_NUMA,WORKLOAD,WW_STARV_FREE,ZIPF_THETA,abort_cnt,abort_cnt_long,abort_length,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_copy,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_semaphore_cs,time_ts_alloc,time_wait,txn_cnt,txn_cnt_long,user_abort_cnt,wait_cnt
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,16,false,YCSB,false,0, 0, 0, 0, 0, 317254,0,0,0,0, 317254, 0, 160.003,50432.7, 0, 0.441741, 0, 0, 0, 0, 0.19627, 6.02973, 0.0125477, 0, 0, 0, 0, 0, 91634915, 149.059, 504337, 0, 0, 504336
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0, 0, 0, 0, 0, 631706,0,0,0,0, 631706, 0, 320.013,50656.4, 0, 0.438835, 0, 0, 0, 0, 0.199784, 6.38212, 0.0123403, 0, 0, 0, 0, 0, 90809504, 308.691, 506584, 0, 0, 506583
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,16,false,YCSB,false,0, 197, 0, 0, 0, 73924,0,0,0,0, 73926, 0, 159.994,216432, 0.0041857, 98.6698, 88.769, 0, 0, 0, 0.749737, 131.997, 0.101505, 0, 0, 0, 0, 0, 0, 1.4515, 2164237, 0, 0, 661493
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0,true,100000000,false,32,false,YCSB,false,0, 82, 0, 0, 0, 200625,0,0,0,0, 200626, 0, 319.996,159500, 0.00138969, 271.319, 261.41, 0, 0, 0, 0.565042, 299.715, 0.0825428, 0, 0, 0, 0, 0, 0, 0.829252, 1594982, 0, 0, 459292
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,16,false,YCSB,false,0, 5, 0, 0, 0, 317580,0,0,0,0, 317582, 0, 160.003,50380.6, 0.00108843, 0.435083, 0, 0, 0, 0, 0.205206, 6.03377, 0.0124791, 0, 0, 0, 0, 0, 92015825, 149.055, 503815, 0, 0, 503806
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,32,false,YCSB,false,0, 0, 0, 0, 0, 630601,0,0,0,0, 630601, 0, 320.013,50745.2, 0, 0.436929, 0, 0, 0, 0, 0.198835, 6.36615, 0.0122388, 0, 0, 0, 0, 0, 91027683, 308.698, 507473, 0, 0, 507472
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,16,false,YCSB,false,0, 41285, 0, 0, 0, 80034,0,0,0,0, 81032, 0, 159.994,197461, 1.96378, 99.0278, 89.1607, 0, 0, 0, 0.721873, 129.526, 3.30682, 0, 0, 0, 0, 0, 0, 1.63673, 1974533, 0, 0, 620742
50000,true,false,true,0,true,false,BAMBOO,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.25,true,100000000,false,32,false,YCSB,false,0, 10821, 0, 0, 0, 242877,0,0,0,0, 243217, 0, 319.996,131570, 0.444946, 276.796, 266.865, 0, 0, 0, 0.448763, 301.639, 0.915654, 0, 0, 0, 0, 0, 0, 0.986129, 1315688, 0, 0, 421795
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,16,false,YCSB,false,0, 1, 0, 0, 0, 317626,0,0,0,0, 317626, 0, 160.003,50373.6, 1.3458e-05, 0.439778, 0, 0, 0, 0, 0.199389, 6.01664, 0.0125706, 0, 0, 0, 0, 0, 91999158, 149.078, 503745, 0, 0, 503744
50000,true,false,true,0,true,false,WOUND_WAIT,false,2.8,WR,0,0,LH_MCSLOCK,0,10,1000000,true,2,true,false,true,false,SPECIFIED,1,16,WR,0.5,true,100000000,false,32,false,YCSB,false,0, 0, 0, 0, 0, 629686,0,0,0,0, 629686, 0, 320.013,50818.9, 0, 0.424523, 0, 0, 0, 0, 0.199336, 6.37201, 0.0126373, 0, 0, 0, 0, 0, 91358425, 308.689, 508210, 0, 0, 508209
